week,retailer,region,product_id,pack_size_oz,units_sold,dollar_sales,base_price,promo_flag
2024-02-18,Publix,Northeast,2,64,753,1913.75,2.99,Y
2024-02-18,Publix,Northeast,3,128,717,3577.83,4.99,N
2024-02-18,Publix,Northeast,4,128,519,2589.81,4.99,N
2024-02-18,Publix,South,1,64,1151,3441.49,2.99,N
2024-02-18,Publix,South,2,64,1165,3483.35,2.99,N
2024-02-18,Publix,South,3,128,488,2069.85,4.99,Y
2024-02-18,Publix,South,4,128,476,2018.95,4.99,Y
2024-02-18,Publix,Midwest,1,64,702,2098.98,2.99,N
2024-02-18,Publix,Midwest,2,64,549,1395.28,2.99,Y
2024-02-18,Publix,Midwest,3,128,1029,5134.71,4.99,N
2024-02-18,Publix,Midwest,4,128,863,4306.37,4.99,N
2024-02-18,Publix,West,1,64,958,2434.76,2.99,Y
2024-02-18,Publix,West,2,64,742,2218.58,2.99,N
2024-02-18,Publix,West,3,128,747,3727.53,4.99,N
2024-02-18,Publix,West,4,128,205,1022.95,4.99,N
2024-02-25,Walmart,Northeast,1,64,931,2783.69,2.99,N
2024-02-25,Walmart,Northeast,2,64,1046,3127.54,2.99,N
2024-02-25,Walmart,Northeast,3,128,1080,5389.2,4.99,N
2024-02-25,Walmart,Northeast,4,128,1197,5973.03,4.99,N
2024-02-25,Walmart,South,1,64,640,1913.6,2.99,N
2024-02-25,Walmart,South,2,64,914,2732.86,2.99,N
2024-02-25,Walmart,South,3,128,634,3163.66,4.99,N
2024-02-25,Walmart,South,4,128,844,3579.83,4.99,Y
2024-02-25,Walmart,Midwest,1,64,317,947.83,2.99,N
2024-02-25,Walmart,Midwest,2,64,923,2759.77,2.99,N
2024-02-25,Walmart,Midwest,3,128,312,1556.88,4.99,N
2024-02-25,Walmart,Midwest,4,128,200,998.0,4.99,N
2024-02-25,Walmart,West,1,64,519,1319.04,2.99,Y
2024-02-25,Walmart,West,2,64,1093,2777.86,2.99,Y
2024-02-25,Walmart,West,3,128,1067,5324.33,4.99,N
2024-02-25,Walmart,West,4,128,458,1942.61,4.99,Y
2024-02-25,Target,Northeast,1,64,889,2658.11,2.99,N
2024-02-25,Target,Northeast,2,64,460,1169.09,2.99,Y
2024-02-25,Target,Northeast,3,128,371,1573.6,4.99,Y
2024-02-25,Target,Northeast,4,128,367,1831.33,4.99,N
2024-02-25,Target,South,1,64,520,1321.58,2.99,Y
2024-02-25,Target,South,2,64,528,1578.72,2.99,N
2024-02-25,Target,South,3,128,1170,5838.3,4.99,N
2024-02-25,Target,South,4,128,749,3737.51,4.99,N
2024-02-25,Target,Midwest,1,64,805,2045.91,2.99,Y
2024-02-25,Target,Midwest,2,64,780,2332.2,2.99,N
2024-02-25,Target,Midwest,3,128,435,2170.65,4.99,N
2024-02-25,Target,Midwest,4,128,1084,5409.16,4.99,N
2024-02-25,Target,West,1,64,336,853.94,2.99,Y
2024-02-25,Target,West,2,64,1194,3034.55,2.99,Y
2024-02-25,Target,West,3,128,495,2470.05,4.99,N
2024-02-25,Target,West,4,128,771,3847.29,4.99,N
2024-02-25,Kroger,Northeast,1,64,1039,3106.61,2.99,N
2024-02-25,Kroger,Northeast,2,64,428,1087.76,2.99,Y
2024-02-25,Kroger,Northeast,3,128,997,4975.03,4.99,N
2024-02-25,Kroger,Northeast,4,128,364,1816.36,4.99,N
2024-02-25,Kroger,South,1,64,578,1728.22,2.99,N
2024-02-25,Kroger,South,2,64,773,2311.27,2.99,N
2024-02-25,Kroger,South,3,128,948,4730.52,4.99,N
2024-02-25,Kroger,South,4,128,601,2998.99,4.99,N
2024-02-25,Kroger,Midwest,1,64,494,1477.06,2.99,N
2024-02-25,Kroger,Midwest,2,64,999,2987.01,2.99,N
2024-02-25,Kroger,Midwest,3,128,621,3098.79,4.99,N
2024-02-25,Kroger,Midwest,4,128,774,3862.26,4.99,N
2024-02-25,Kroger,West,1,64,864,2583.36,2.99,N
2024-02-25,Kroger,West,2,64,702,2098.98,2.99,N
2024-02-25,Kroger,West,3,128,1020,5089.8,4.99,N
2024-02-25,Kroger,West,4,128,1146,5718.54,4.99,N
2024-02-25,Publix,Northeast,1,64,397,1187.03,2.99,N
2024-02-25,Publix,Northeast,2,64,590,1764.1,2.99,N
2024-02-25,Publix,Northeast,3,128,753,3193.85,4.99,Y
2024-02-25,Publix,Northeast,4,128,214,1067.86,4.99,N
2024-02-25,Publix,South,1,64,488,1459.12,2.99,N
2024-02-25,Publix,South,2,64,430,1285.7,2.99,N
2024-02-25,Publix,South,3,128,356,1509.97,4.99,Y
2024-02-25,Publix,South,4,128,296,1477.04,4.99,N
2024-02-25,Publix,Midwest,1,64,610,1823.9,2.99,N
2024-02-25,Publix,Midwest,2,64,453,1151.3,2.99,Y
2024-02-25,Publix,Midwest,3,128,1033,5154.67,4.99,N
2024-02-25,Publix,Midwest,4,128,834,4161.66,4.99,N
2024-02-25,Publix,West,1,64,317,947.83,2.99,N
2024-02-25,Publix,West,2,64,358,1070.42,2.99,N
2024-02-25,Publix,West,3,128,1076,4563.85,4.99,Y
2024-02-25,Publix,West,4,128,895,4466.05,4.99,N
2024-03-03,Walmart,Northeast,1,64,847,2152.65,2.99,Y
2024-03-03,Walmart,Northeast,2,64,246,735.54,2.99,N
2024-03-03,Walmart,Northeast,3,128,884,4411.16,4.99,N
2024-03-03,Walmart,Northeast,4,128,294,1467.06,4.99,N
2024-03-03,Walmart,South,1,64,1131,3381.69,2.99,N
2024-03-03,Walmart,South,2,64,1010,3019.9,2.99,N
2024-03-03,Walmart,South,3,128,859,3643.45,4.99,Y
2024-03-03,Walmart,South,4,128,1041,5194.59,4.99,N
2024-03-03,Walmart,Midwest,1,64,333,995.67,2.99,N
2024-03-03,Walmart,Midwest,2,64,1014,2577.08,2.99,Y
2024-03-03,Walmart,Midwest,3,128,562,2383.72,4.99,Y
2024-03-03,Walmart,Midwest,4,128,340,1442.11,4.99,Y
2024-03-03,Walmart,West,1,64,409,1222.91,2.99,N
2024-03-03,Walmart,West,2,64,822,2457.78,2.99,N
2024-03-03,Walmart,West,3,128,882,4401.18,4.99,N
2024-03-03,Walmart,West,4,128,555,2769.45,4.99,N
2024-03-03,Target,Northeast,1,64,332,992.68,2.99,N
2024-03-03,Target,Northeast,2,64,1039,3106.61,2.99,N
2024-03-03,Target,Northeast,3,128,803,4006.97,4.99,N
2024-03-03,Target,Northeast,4,128,1104,5508.96,4.99,N
2024-03-03,Target,South,1,64,228,579.46,2.99,Y
2024-03-03,Target,South,2,64,496,1483.04,2.99,N
2024-03-03,Target,South,3,128,606,2570.35,4.99,Y
2024-03-03,Target,South,4,128,812,4051.88,4.99,N
2024-03-03,Target,Midwest,1,64,821,2086.57,2.99,Y
2024-03-03,Target,Midwest,2,64,1182,3534.18,2.99,N
2024-03-03,Target,Midwest,3,128,1030,5139.7,4.99,N
2024-03-03,Target,Midwest,4,128,570,2844.3,4.99,N
2024-03-03,Target,West,1,64,860,2571.4,2.99,N
2024-03-03,Target,West,2,64,508,1518.92,2.99,N
2024-03-03,Target,West,3,128,635,3168.65,4.99,N
2024-03-03,Target,West,4,128,865,4316.35,4.99,N
2024-03-03,Kroger,Northeast,1,64,774,2314.26,2.99,N
2024-03-03,Kroger,Northeast,2,64,801,2394.99,2.99,N
2024-03-03,Kroger,Northeast,3,128,585,2919.15,4.99,N
2024-03-03,Kroger,Northeast,4,128,674,3363.26,4.99,N
2024-03-03,Kroger,South,1,64,728,2176.72,2.99,N
2024-03-03,Kroger,South,2,64,1154,3450.46,2.99,N
2024-03-03,Kroger,South,3,128,378,1603.29,4.99,Y
2024-03-03,Kroger,South,4,128,224,1117.76,4.99,N
2024-03-03,Kroger,Midwest,1,64,909,2310.22,2.99,Y
2024-03-03,Kroger,Midwest,2,64,360,1076.4,2.99,N
2024-03-03,Kroger,Midwest,3,128,262,1111.27,4.99,Y
2024-03-03,Kroger,Midwest,4,128,865,3668.9,4.99,Y
2024-03-03,Kroger,West,1,64,668,1997.32,2.99,N
2024-03-03,Kroger,West,2,64,1048,3133.52,2.99,N
2024-03-03,Kroger,West,3,128,888,4431.12,4.99,N
2024-03-03,Kroger,West,4,128,541,2294.65,4.99,Y
2024-03-03,Publix,Northeast,1,64,900,2287.35,2.99,Y
2024-03-03,Publix,Northeast,2,64,526,1572.74,2.99,N
2024-03-03,Publix,Northeast,3,128,340,1696.6,4.99,N
2024-03-03,Publix,Northeast,4,128,634,2689.11,4.99,Y
2024-03-03,Publix,South,1,64,922,2756.78,2.99,N
2024-03-03,Publix,South,2,64,869,2208.56,2.99,Y
2024-03-03,Publix,South,3,128,628,3133.72,4.99,N
2024-03-03,Publix,South,4,128,343,1711.57,4.99,N
2024-03-03,Publix,Midwest,1,64,217,551.51,2.99,Y
2024-03-03,Publix,Midwest,2,64,570,1704.3,2.99,N
2024-03-03,Publix,Midwest,3,128,393,1961.07,4.99,N
2024-03-03,Publix,Midwest,4,128,312,1556.88,4.99,N
2024-03-03,Publix,West,1,64,877,2622.23,2.99,N
2024-03-03,Publix,West,2,64,843,2142.48,2.99,Y
2024-03-03,Publix,West,3,128,1124,4767.45,4.99,Y
2024-03-03,Publix,West,4,128,842,4201.58,4.99,N
2024-03-10,Walmart,Northeast,1,64,657,1964.43,2.99,N
2024-03-10,Walmart,Northeast,2,64,361,1079.39,2.99,N
2024-03-10,Walmart,Northeast,3,128,286,1427.14,4.99,N
2024-03-10,Walmart,Northeast,4,128,999,4985.01,4.99,N
2024-03-10,Walmart,South,1,64,548,1638.52,2.99,N
2024-03-10,Walmart,South,2,64,512,1301.25,2.99,Y
2024-03-10,Walmart,South,3,128,1183,5017.69,4.99,Y
2024-03-10,Walmart,South,4,128,966,4097.29,4.99,Y
2024-03-10,Walmart,Midwest,1,64,253,756.47,2.99,N
2024-03-10,Walmart,Midwest,2,64,428,1087.76,2.99,Y
2024-03-10,Walmart,Midwest,3,128,808,4031.92,4.99,N
2024-03-10,Walmart,Midwest,4,128,463,1963.81,4.99,Y
2024-03-10,Walmart,West,1,64,295,882.05,2.99,N
2024-03-10,Walmart,West,2,64,487,1456.13,2.99,N
2024-03-10,Walmart,West,3,128,690,3443.1,4.99,N
2024-03-10,Walmart,West,4,128,699,3488.01,4.99,N
2024-03-10,Target,Northeast,1,64,668,1997.32,2.99,N
2024-03-10,Target,Northeast,2,64,1022,3055.78,2.99,N
2024-03-10,Target,Northeast,3,128,206,1027.94,4.99,N
2024-03-10,Target,Northeast,4,128,872,3698.59,4.99,Y
2024-03-10,Target,South,1,64,346,879.36,2.99,Y
2024-03-10,Target,South,2,64,1114,3330.86,2.99,N
2024-03-10,Target,South,3,128,899,4486.01,4.99,N
2024-03-10,Target,South,4,128,1096,5469.04,4.99,N
2024-03-10,Target,Midwest,1,64,1115,3333.85,2.99,N
2024-03-10,Target,Midwest,2,64,585,1749.15,2.99,N
2024-03-10,Target,Midwest,3,128,318,1348.8,4.99,Y
2024-03-10,Target,Midwest,4,128,460,2295.4,4.99,N
2024-03-10,Target,West,1,64,455,1360.45,2.99,N
2024-03-10,Target,West,2,64,425,1270.75,2.99,N
2024-03-10,Target,West,3,128,1066,5319.34,4.99,N
2024-03-10,Target,West,4,128,1053,5254.47,4.99,N
2024-03-10,Kroger,Northeast,1,64,792,2368.08,2.99,N
2024-03-10,Kroger,Northeast,2,64,831,2484.69,2.99,N
2024-03-10,Kroger,Northeast,3,128,926,4620.74,4.99,N
2024-03-10,Kroger,Northeast,4,128,920,4590.8,4.99,N
2024-03-10,Kroger,South,1,64,408,1036.93,2.99,Y
2024-03-10,Kroger,South,2,64,751,2245.49,2.99,N
2024-03-10,Kroger,South,3,128,480,2035.92,4.99,Y
2024-03-10,Kroger,South,4,128,957,4775.43,4.99,N
2024-03-10,Kroger,Midwest,1,64,693,2072.07,2.99,N
2024-03-10,Kroger,Midwest,2,64,641,1916.59,2.99,N
2024-03-10,Kroger,Midwest,3,128,809,3431.37,4.99,Y
2024-03-10,Kroger,Midwest,4,128,274,1367.26,4.99,N
2024-03-10,Kroger,West,1,64,327,831.07,2.99,Y
2024-03-10,Kroger,West,2,64,555,1659.45,2.99,N
2024-03-10,Kroger,West,3,128,233,1162.67,4.99,N
2024-03-10,Kroger,West,4,128,352,1756.48,4.99,N
2024-03-10,Publix,Northeast,1,64,787,2000.16,2.99,Y
2024-03-10,Publix,Northeast,2,64,1073,2727.03,2.99,Y
2024-03-10,Publix,Northeast,3,128,226,1127.74,4.99,N
2024-03-10,Publix,Northeast,4,128,845,4216.55,4.99,N
2024-03-10,Publix,South,1,64,809,2418.91,2.99,N
2024-03-10,Publix,South,2,64,1020,2592.33,2.99,Y
2024-03-10,Publix,South,3,128,884,4411.16,4.99,N
2024-03-10,Publix,South,4,128,1180,5888.2,4.99,N
2024-03-10,Publix,Midwest,1,64,833,2490.67,2.99,N
2024-03-10,Publix,Midwest,2,64,329,836.15,2.99,Y
2024-03-10,Publix,Midwest,3,128,562,2383.72,4.99,Y
2024-03-10,Publix,Midwest,4,128,892,4451.08,4.99,N
2024-03-10,Publix,West,1,64,993,2523.71,2.99,Y
2024-03-10,Publix,West,2,64,978,2485.59,2.99,Y
2024-03-10,Publix,West,3,128,711,3547.89,4.99,N
2024-03-10,Publix,West,4,128,386,1637.22,4.99,Y
2024-03-17,Walmart,Northeast,1,64,426,1273.74,2.99,N
2024-03-17,Walmart,Northeast,2,64,254,759.46,2.99,N
2024-03-17,Walmart,Northeast,3,128,957,4059.12,4.99,Y
2024-03-17,Walmart,Northeast,4,128,511,2167.41,4.99,Y
2024-03-17,Walmart,South,1,64,747,2233.53,2.99,N
2024-03-17,Walmart,South,2,64,666,1991.34,2.99,N
2024-03-17,Walmart,South,3,128,690,3443.1,4.99,N
2024-03-17,Walmart,South,4,128,706,3522.94,4.99,N
2024-03-17,Walmart,Midwest,1,64,681,2036.19,2.99,N
2024-03-17,Walmart,Midwest,2,64,649,1649.43,2.99,Y
2024-03-17,Walmart,Midwest,3,128,912,4550.88,4.99,N
2024-03-17,Walmart,Midwest,4,128,840,4191.6,4.99,N
2024-03-17,Walmart,West,1,64,1138,3402.62,2.99,N
2024-03-17,Walmart,West,2,64,224,569.3,2.99,Y
2024-03-17,Walmart,West,3,128,330,1399.7,4.99,Y
2024-03-17,Walmart,West,4,128,307,1531.93,4.99,N
2024-03-17,Target,Northeast,1,64,677,1720.6,2.99,Y
2024-03-17,Target,Northeast,2,64,723,2161.77,2.99,N
2024-03-17,Target,Northeast,3,128,243,1212.57,4.99,N
2024-03-17,Target,Northeast,4,128,1016,4309.36,4.99,Y
2024-03-17,Target,South,1,64,529,1581.71,2.99,N
2024-03-17,Target,South,2,64,696,1768.88,2.99,Y
2024-03-17,Target,South,3,128,517,2579.83,4.99,N
2024-03-17,Target,South,4,128,538,2684.62,4.99,N
2024-03-17,Target,Midwest,1,64,860,2571.4,2.99,N
2024-03-17,Target,Midwest,2,64,684,2045.16,2.99,N
2024-03-17,Target,Midwest,3,128,909,4535.91,4.99,N
2024-03-17,Target,Midwest,4,128,665,3318.35,4.99,N
2024-03-17,Target,West,1,64,854,2553.46,2.99,N
2024-03-17,Target,West,2,64,688,2057.12,2.99,N
2024-03-17,Target,West,3,128,246,1043.41,4.99,Y
2024-03-17,Target,West,4,128,215,1072.85,4.99,N
2024-03-17,Kroger,Northeast,1,64,1118,3342.82,2.99,N
2024-03-17,Kroger,Northeast,2,64,285,852.15,2.99,N
2024-03-17,Kroger,Northeast,3,128,981,4160.91,4.99,Y
2024-03-17,Kroger,Northeast,4,128,718,3045.4,4.99,Y
2024-03-17,Kroger,South,1,64,887,2254.31,2.99,Y
2024-03-17,Kroger,South,2,64,1026,3067.74,2.99,N
2024-03-17,Kroger,South,3,128,793,3957.07,4.99,N
2024-03-17,Kroger,South,4,128,571,2849.29,4.99,N
2024-03-17,Kroger,Midwest,1,64,601,1796.99,2.99,N
2024-03-17,Kroger,Midwest,2,64,814,2068.78,2.99,Y
2024-03-17,Kroger,Midwest,3,128,358,1786.42,4.99,N
2024-03-17,Kroger,Midwest,4,128,819,3473.79,4.99,Y
2024-03-17,Kroger,West,1,64,297,888.03,2.99,N
2024-03-17,Kroger,West,2,64,370,1106.3,2.99,N
2024-03-17,Kroger,West,3,128,382,1906.18,4.99,N
2024-03-17,Kroger,West,4,128,238,1187.62,4.99,N
2024-03-17,Publix,Northeast,1,64,696,2081.04,2.99,N
2024-03-17,Publix,Northeast,2,64,1181,3531.19,2.99,N
2024-03-17,Publix,Northeast,3,128,921,4595.79,4.99,N
2024-03-17,Publix,Northeast,4,128,692,3453.08,4.99,N
2024-03-17,Publix,South,1,64,1093,3268.07,2.99,N
2024-03-17,Publix,South,2,64,938,2804.62,2.99,N
2024-03-17,Publix,South,3,128,613,2600.04,4.99,Y
2024-03-17,Publix,South,4,128,980,4890.2,4.99,N
2024-03-17,Publix,Midwest,1,64,615,1838.85,2.99,N
2024-03-17,Publix,Midwest,2,64,1090,3259.1,2.99,N
2024-03-17,Publix,Midwest,3,128,228,1137.72,4.99,N
2024-03-17,Publix,Midwest,4,128,676,2867.25,4.99,Y
2024-03-17,Publix,West,1,64,947,2831.53,2.99,N
2024-03-17,Publix,West,2,64,639,1624.02,2.99,Y
2024-03-17,Publix,West,3,128,576,2874.24,4.99,N
2024-03-17,Publix,West,4,128,1120,5588.8,4.99,N
2024-03-24,Walmart,Northeast,1,64,539,1611.61,2.99,N
2024-03-24,Walmart,Northeast,2,64,1189,3021.84,2.99,Y
2024-03-24,Walmart,Northeast,3,128,628,3133.72,4.99,N
2024-03-24,Walmart,Northeast,4,128,869,4336.31,4.99,N
2024-03-24,Walmart,South,1,64,345,876.82,2.99,Y
2024-03-24,Walmart,South,2,64,864,2195.86,2.99,Y
2024-03-24,Walmart,South,3,128,1148,5728.52,4.99,N
2024-03-24,Walmart,South,4,128,784,3325.34,4.99,Y
2024-03-24,Walmart,Midwest,1,64,1088,3253.12,2.99,N
2024-03-24,Walmart,Midwest,2,64,339,1013.61,2.99,N
2024-03-24,Walmart,Midwest,3,128,1004,5009.96,4.99,N
2024-03-24,Walmart,Midwest,4,128,1138,5678.62,4.99,N
2024-03-24,Walmart,West,1,64,1006,3007.94,2.99,N
2024-03-24,Walmart,West,2,64,501,1497.99,2.99,N
2024-03-24,Walmart,West,3,128,261,1302.39,4.99,N
2024-03-24,Walmart,West,4,128,352,1756.48,4.99,N
2024-03-24,Target,Northeast,1,64,971,2467.8,2.99,Y
2024-03-24,Target,Northeast,2,64,859,2568.41,2.99,N
2024-03-24,Target,Northeast,3,128,509,2539.91,4.99,N
2024-03-24,Target,Northeast,4,128,692,2935.12,4.99,Y
2024-03-24,Target,South,1,64,306,777.7,2.99,Y
2024-03-24,Target,South,2,64,417,1059.81,2.99,Y
2024-03-24,Target,South,3,128,705,3517.95,4.99,N
2024-03-24,Target,South,4,128,973,4855.27,4.99,N
2024-03-24,Target,Midwest,1,64,253,756.47,2.99,N
2024-03-24,Target,Midwest,2,64,888,2655.12,2.99,N
2024-03-24,Target,Midwest,3,128,219,1092.81,4.99,N
2024-03-24,Target,Midwest,4,128,772,3274.44,4.99,Y
2024-03-24,Target,West,1,64,618,1847.82,2.99,N
2024-03-24,Target,West,2,64,261,780.39,2.99,N
2024-03-24,Target,West,3,128,202,1007.98,4.99,N
2024-03-24,Target,West,4,128,1197,5973.03,4.99,N
2024-03-24,Kroger,Northeast,1,64,1092,3265.08,2.99,N
2024-03-24,Kroger,Northeast,2,64,528,1578.72,2.99,N
2024-03-24,Kroger,Northeast,3,128,556,2358.27,4.99,Y
2024-03-24,Kroger,Northeast,4,128,816,4071.84,4.99,N
2024-03-24,Kroger,South,1,64,834,2119.61,2.99,Y
2024-03-24,Kroger,South,2,64,848,2155.19,2.99,Y
2024-03-24,Kroger,South,3,128,937,4675.63,4.99,N
2024-03-24,Kroger,South,4,128,720,3592.8,4.99,N
2024-03-24,Kroger,Midwest,1,64,736,2200.64,2.99,N
2024-03-24,Kroger,Midwest,2,64,1154,2932.89,2.99,Y
2024-03-24,Kroger,Midwest,3,128,323,1611.77,4.99,N
2024-03-24,Kroger,Midwest,4,128,527,2629.73,4.99,N
2024-03-24,Kroger,West,1,64,375,1121.25,2.99,N
2024-03-24,Kroger,West,2,64,653,1952.47,2.99,N
2024-03-24,Kroger,West,3,128,887,4426.13,4.99,N
2024-03-24,Kroger,West,4,128,1164,5808.36,4.99,N
2024-03-24,Publix,Northeast,1,64,313,935.87,2.99,N
2024-03-24,Publix,Northeast,2,64,423,1264.77,2.99,N
2024-03-24,Publix,Northeast,3,128,314,1566.86,4.99,N
2024-03-24,Publix,Northeast,4,128,767,3827.33,4.99,N
2024-03-24,Publix,South,1,64,239,714.61,2.99,N
2024-03-24,Publix,South,2,64,948,2834.52,2.99,N
2024-03-24,Publix,South,3,128,415,2070.85,4.99,N
2024-03-24,Publix,South,4,128,367,1556.63,4.99,Y
2024-03-24,Publix,Midwest,1,64,770,2302.3,2.99,N
2024-03-24,Publix,Midwest,2,64,880,2631.2,2.99,N
2024-03-24,Publix,Midwest,3,128,756,3772.44,4.99,N
2024-03-24,Publix,Midwest,4,128,369,1565.11,4.99,Y
2024-03-24,Publix,West,1,64,866,2589.34,2.99,N
2024-03-24,Publix,West,2,64,206,615.94,2.99,N
2024-03-24,Publix,West,3,128,756,3772.44,4.99,N
2024-03-24,Publix,West,4,128,230,1147.7,4.99,N
2024-03-31,Walmart,Northeast,1,64,593,1773.07,2.99,N
2024-03-31,Walmart,Northeast,2,64,636,1901.64,2.99,N
2024-03-31,Walmart,Northeast,3,128,1126,4775.93,4.99,Y
2024-03-31,Walmart,Northeast,4,128,457,2280.43,4.99,N
2024-03-31,Walmart,South,1,64,1188,3019.3,2.99,Y
2024-03-31,Walmart,South,2,64,1161,2950.68,2.99,Y
2024-03-31,Walmart,South,3,128,245,1222.55,4.99,N
2024-03-31,Walmart,South,4,128,432,2155.68,4.99,N
2024-03-31,Walmart,Midwest,1,64,422,1261.78,2.99,N
2024-03-31,Walmart,Midwest,2,64,647,1934.53,2.99,N
2024-03-31,Walmart,Midwest,3,128,874,3707.07,4.99,Y
2024-03-31,Walmart,Midwest,4,128,666,3323.34,4.99,N
2024-03-31,Walmart,West,1,64,785,2347.15,2.99,N
2024-03-31,Walmart,West,2,64,1193,3567.07,2.99,N
2024-03-31,Walmart,West,3,128,771,3270.2,4.99,Y
2024-03-31,Walmart,West,4,128,236,1000.99,4.99,Y
2024-03-31,Target,Northeast,1,64,395,1003.89,2.99,Y
2024-03-31,Target,Northeast,2,64,683,1735.84,2.99,Y
2024-03-31,Target,Northeast,3,128,930,3944.6,4.99,Y
2024-03-31,Target,Northeast,4,128,723,3066.6,4.99,Y
2024-03-31,Target,South,1,64,1105,3303.95,2.99,N
2024-03-31,Target,South,2,64,221,660.79,2.99,N
2024-03-31,Target,South,3,128,409,2040.91,4.99,N
2024-03-31,Target,South,4,128,903,4505.97,4.99,N
2024-03-31,Target,Midwest,1,64,915,2735.85,2.99,N
2024-03-31,Target,Midwest,2,64,426,1273.74,2.99,N
2024-03-31,Target,Midwest,3,128,659,2795.15,4.99,Y
2024-03-31,Target,Midwest,4,128,1106,5518.94,4.99,N
2024-03-31,Target,West,1,64,1078,3223.22,2.99,N
2024-03-31,Target,West,2,64,1146,2912.56,2.99,Y
2024-03-31,Target,West,3,128,1182,5898.18,4.99,N
2024-03-31,Target,West,4,128,629,3138.71,4.99,N
2024-03-31,Kroger,Northeast,1,64,715,2137.85,2.99,N
2024-03-31,Kroger,Northeast,2,64,596,1782.04,2.99,N
2024-03-31,Kroger,Northeast,3,128,470,2345.3,4.99,N
2024-03-31,Kroger,Northeast,4,128,356,1509.97,4.99,Y
2024-03-31,Kroger,South,1,64,999,2538.96,2.99,Y
2024-03-31,Kroger,South,2,64,1173,2981.18,2.99,Y
2024-03-31,Kroger,South,3,128,658,2790.91,4.99,Y
2024-03-31,Kroger,South,4,128,1048,5229.52,4.99,N
2024-03-31,Kroger,Midwest,1,64,639,1910.61,2.99,N
2024-03-31,Kroger,Midwest,2,64,220,657.8,2.99,N
2024-03-31,Kroger,Midwest,3,128,1068,5329.32,4.99,N
2024-03-31,Kroger,Midwest,4,128,973,4855.27,4.99,N
2024-03-31,Kroger,West,1,64,652,1949.48,2.99,N
2024-03-31,Kroger,West,2,64,456,1363.44,2.99,N
2024-03-31,Kroger,West,3,128,1133,4805.62,4.99,Y
2024-03-31,Kroger,West,4,128,1156,4903.17,4.99,Y
2024-03-31,Publix,Northeast,1,64,992,2966.08,2.99,N
2024-03-31,Publix,Northeast,2,64,985,2945.15,2.99,N
2024-03-31,Publix,Northeast,3,128,407,2030.93,4.99,N
2024-03-31,Publix,Northeast,4,128,259,1098.55,4.99,Y
2024-03-31,Publix,South,1,64,856,2175.52,2.99,Y
2024-03-31,Publix,South,2,64,719,2149.81,2.99,N
2024-03-31,Publix,South,3,128,885,4416.15,4.99,N
2024-03-31,Publix,South,4,128,398,1986.02,4.99,N
2024-03-31,Publix,Midwest,1,64,1159,2945.6,2.99,Y
2024-03-31,Publix,Midwest,2,64,735,2197.65,2.99,N
2024-03-31,Publix,Midwest,3,128,1098,4657.17,4.99,Y
2024-03-31,Publix,Midwest,4,128,726,3622.74,4.99,N
2024-03-31,Publix,West,1,64,405,1210.95,2.99,N
2024-03-31,Publix,West,2,64,1093,3268.07,2.99,N
2024-03-31,Publix,West,3,128,939,4685.61,4.99,N
2024-03-31,Publix,West,4,128,1143,5703.57,4.99,N
2024-04-07,Walmart,Northeast,1,64,1030,3079.7,2.99,N
2024-04-07,Walmart,Northeast,2,64,700,1779.05,2.99,Y
2024-04-07,Walmart,Northeast,3,128,543,2709.57,4.99,N
2024-04-07,Walmart,Northeast,4,128,263,1312.37,4.99,N
2024-04-07,Walmart,South,1,64,271,810.29,2.99,N
2024-04-07,Walmart,South,2,64,1189,3555.11,2.99,N
2024-04-07,Walmart,South,3,128,565,2819.35,4.99,N
2024-04-07,Walmart,South,4,128,365,1548.15,4.99,Y
2024-04-07,Walmart,Midwest,1,64,500,1495.0,2.99,N
2024-04-07,Walmart,Midwest,2,64,301,899.99,2.99,N
2024-04-07,Walmart,Midwest,3,128,978,4880.22,4.99,N
2024-04-07,Walmart,Midwest,4,128,287,1217.31,4.99,Y
2024-04-07,Walmart,West,1,64,787,2353.13,2.99,N
2024-04-07,Walmart,West,2,64,871,2213.65,2.99,Y
2024-04-07,Walmart,West,3,128,509,2539.91,4.99,N
2024-04-07,Walmart,West,4,128,859,4286.41,4.99,N
2024-04-07,Target,Northeast,1,64,1135,2884.6,2.99,Y
2024-04-07,Target,Northeast,2,64,1064,3181.36,2.99,N
2024-04-07,Target,Northeast,3,128,1000,4990.0,4.99,N
2024-04-07,Target,Northeast,4,128,1125,4771.69,4.99,Y
2024-04-07,Target,South,1,64,315,941.85,2.99,N
2024-04-07,Target,South,2,64,302,767.53,2.99,Y
2024-04-07,Target,South,3,128,1070,4538.41,4.99,Y
2024-04-07,Target,South,4,128,321,1601.79,4.99,N
2024-04-07,Target,Midwest,1,64,1193,3032.01,2.99,Y
2024-04-07,Target,Midwest,2,64,627,1593.52,2.99,Y
2024-04-07,Target,Midwest,3,128,1170,4962.56,4.99,Y
2024-04-07,Target,Midwest,4,128,834,3537.41,4.99,Y
2024-04-07,Target,West,1,64,973,2909.27,2.99,N
2024-04-07,Target,West,2,64,422,1261.78,2.99,N
2024-04-07,Target,West,3,128,569,2839.31,4.99,N
2024-04-07,Target,West,4,128,1039,5184.61,4.99,N
2024-04-07,Kroger,Northeast,1,64,517,1545.83,2.99,N
2024-04-07,Kroger,Northeast,2,64,310,926.9,2.99,N
2024-04-07,Kroger,Northeast,3,128,206,1027.94,4.99,N
